SETTLEMENT_DATE,NATURAL_GAS_PRICE
2023-11-18,35.604000000000006
2023-11-19,36.003
2023-11-20,37.919000000000004
2023-11-21,38.56100000000001
2023-11-22,38.686
2023-11-23,40.510999999999996
2023-11-24,41.65899999999999
2023-11-25,41.504000000000005
2023-11-26,41.592999999999996
2023-11-27,39.934
2023-11-28,38.446
2023-11-29,36.291999999999994
2023-11-30,37.015
2023-12-01,37.111
2023-12-02,38.564
2023-12-03,36.017
2023-12-04,34.556000000000004
2023-12-05,33.141
2023-12-06,33.199
2023-12-07,34.006
2023-12-08,32.734
2023-12-09,31.880000000000006
2023-12-10,32.11
2023-12-11,30.761
2023-12-12,29.226000000000003
2023-12-13,28.879
2023-12-14,28.311000000000003
2023-12-15,26.839000000000002
2023-12-16,25.297
2023-12-17,25.842999999999996
2023-12-18,26.417
2023-12-19,25.425
2023-12-20,24.868000000000002
2023-12-21,25.088
2023-12-22,26.227999999999998
2023-12-23,26.775000000000002
2023-12-24,25.336
2023-12-25,25.618
2023-12-26,27.061
2023-12-27,26.934
2023-12-28,27.109
2023-12-29,26.79
2023-12-30,26.067
2023-12-31,25.549
2024-01-01,24.216
2024-01-02,24.129
2024-01-03,26.722
2024-01-04,29.29
2024-01-05,29.712000000000003
2024-01-06,29.129
2024-01-07,30.238
2024-01-08,28.786
2024-01-09,26.873
2024-01-10,27.751
2024-01-11,27.035
2024-01-12,28.775
2024-01-13,26.86
